Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Halt Time,Departure Time,Distance,Distance Traveled,Distance to Next Station,Distance to Destination,Platform Number,Source Station,Source Station Name,Destination Station,Destination Station Name,Coach Count,Coaches
20836,Puri-Rourkela Vande Bharat Express,1,PURI,Puri,--:--:--,0,05:00:00,0,0.0,44.0,506.0,5,PURI,Puri,ROU,Rourkela,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20836,Puri-Rourkela Vande Bharat Express,2,KUR,Khurda Road Junction,05:38:00,2,05:40:00,44,44.0,19.0,462.0,4,PURI,Puri,ROU,Rourkela,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20836,Puri-Rourkela Vande Bharat Express,3,BBS,Bhubaneshwar,06:00:00,5,06:05:00,63,63.0,27.0,443.0,1,PURI,Puri,ROU,Rourkela,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20836,Puri-Rourkela Vande Bharat Express,4,CTC,Cuttack Junction,06:30:00,2,06:32:00,90,90.0,58.0,416.0,1,PURI,Puri,ROU,Rourkela,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20836,Puri-Rourkela Vande Bharat Express,5,DNKL,Dhenkanal,07:24:00,2,07:26:00,148,148.0,48.0,358.0,1,PURI,Puri,ROU,Rourkela,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20836,Puri-Rourkela Vande Bharat Express,6,TLHR,Talcher Road,08:04:00,2,08:06:00,196,196.0,12.0,310.0,4,PURI,Puri,ROU,Rourkela,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20836,Puri-Rourkela Vande Bharat Express,7,ANGL,Angul,08:14:00,2,08:16:00,208,208.0,85.0,298.0,1,PURI,Puri,ROU,Rourkela,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20836,Puri-Rourkela Vande Bharat Express,8,RAIR,Rairakhol,09:18:00,2,09:20:00,293,293.0,65.0,213.0,2,PURI,Puri,ROU,Rourkela,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20836,Puri-Rourkela Vande Bharat Express,9,SBPY,Sambalpur City,10:05:00,5,10:10:00,358,358.0,45.0,148.0,1,PURI,Puri,ROU,Rourkela,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20836,Puri-Rourkela Vande Bharat Express,10,JSG,Jharsuguda Junction,11:13:00,2,11:15:00,403,403.0,103.0,103.0,2,PURI,Puri,ROU,Rourkela,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20836,Puri-Rourkela Vande Bharat Express,11,ROU,Rourkela Junction,12:45:00,0,--:--:--,506,506.0,0.0,0.0,5,PURI,Puri,ROU,Rourkela,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20841,Bhubaneswar-Visakhapatnam Vande Bharat Express,1,BBS,Bhubaneswar,--:--:--,0,05:15:00,0,0.0,19.0,443.0,5,BBS,Bhubaneswar,VSKP,Visakhapatnam,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20841,Bhubaneswar-Visakhapatnam Vande Bharat Express,2,KUR,Khurda Road Junction,05:33:00,2,05:35:00,19,19.0,71.0,424.0,3,BBS,Bhubaneswar,VSKP,Visakhapatnam,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20841,Bhubaneswar-Visakhapatnam Vande Bharat Express,3,BALU,Balugaon,06:23:00,2,06:25:00,90,90.0,76.0,353.0,2,BBS,Bhubaneswar,VSKP,Visakhapatnam,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20841,Bhubaneswar-Visakhapatnam Vande Bharat Express,4,BAM,Brahmapur,07:05:00,2,07:07:00,166,166.0,24.0,277.0,2,BBS,Bhubaneswar,VSKP,Visakhapatnam,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20841,Bhubaneswar-Visakhapatnam Vande Bharat Express,5,IPM,Ichchapuram,07:18:00,2,07:20:00,190,190.0,50.0,253.0,1,BBS,Bhubaneswar,VSKP,Visakhapatnam,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20841,Bhubaneswar-Visakhapatnam Vande Bharat Express,6,PSA,Palasa,08:18:00,2,08:20:00,240,240.0,72.0,203.0,1,BBS,Bhubaneswar,VSKP,Visakhapatnam,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20841,Bhubaneswar-Visakhapatnam Vande Bharat Express,7,CHE,Srikakulam Road,08:53:00,2,08:55:00,312,312.0,70.0,131.0,4,BBS,Bhubaneswar,VSKP,Visakhapatnam,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20841,Bhubaneswar-Visakhapatnam Vande Bharat Express,8,VZM,Vizianagaram Junction,09:43:00,2,09:45:00,382,382.0,61.0,61.0,3,BBS,Bhubaneswar,VSKP,Visakhapatnam,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20841,Bhubaneswar-Visakhapatnam Vande Bharat Express,9,VSKP,Visakhapatnam Junction,11:00:00,0,--:--:--,443,443.0,0.0,0.0,1,BBS,Bhubaneswar,VSKP,Visakhapatnam,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20842,Visakhapatnam-Bhubaneswar Vande Bharat Express,1,VSKP,Visakhapatnam Junction,--:--:--,0,15:30:00,0,0.0,61.0,443.0,8,VSKP,Visakhapatnam,BBS,Bhubaneswar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20842,Visakhapatnam-Bhubaneswar Vande Bharat Express,2,VZM,Vizianagaram Junction,16:15:00,2,16:17:00,61,61.0,69.0,382.0,4,VSKP,Visakhapatnam,BBS,Bhubaneswar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20842,Visakhapatnam-Bhubaneswar Vande Bharat Express,3,CHE,Srikakulam Road,17:03:00,2,17:05:00,130,130.0,73.0,313.0,2,VSKP,Visakhapatnam,BBS,Bhubaneswar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20842,Visakhapatnam-Bhubaneswar Vande Bharat Express,4,PSA,Palasa,18:10:00,2,18:12:00,203,203.0,50.0,240.0,3,VSKP,Visakhapatnam,BBS,Bhubaneswar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20842,Visakhapatnam-Bhubaneswar Vande Bharat Express,5,IPM,Ichchapuram,18:40:00,2,18:42:00,253,253.0,24.0,190.0,3,VSKP,Visakhapatnam,BBS,Bhubaneswar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20842,Visakhapatnam-Bhubaneswar Vande Bharat Express,6,BAM,Brahmapur,19:00:00,2,19:02:00,277,277.0,76.0,166.0,1,VSKP,Visakhapatnam,BBS,Bhubaneswar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20842,Visakhapatnam-Bhubaneswar Vande Bharat Express,7,BALU,Balugaon,19:52:00,2,19:54:00,353,353.0,71.0,90.0,3,VSKP,Visakhapatnam,BBS,Bhubaneswar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20842,Visakhapatnam-Bhubaneswar Vande Bharat Express,8,KUR,Khurda Road Junction,20:57:00,2,20:59:00,424,424.0,19.0,19.0,2,VSKP,Visakhapatnam,BBS,Bhubaneswar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20842,Visakhapatnam-Bhubaneswar Vande Bharat Express,9,BBS,Bhubaneswar,21:30:00,0,--:--:--,443,443.0,0.0,0.0,8,VSKP,Visakhapatnam,BBS,Bhubaneswar,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20871,Howrah-Rourkela Vande Bharat Express,1,HWH,Howrah Junction,--:--:--,0,06:00:00,0,0.0,116.0,413.0,18,HWH,Howrah,ROU,Rourkela,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20871,Howrah-Rourkela Vande Bharat Express,2,KGP,Kharagpur Junction,07:28:00,2,07:30:00,116,116.0,134.0,297.0,1A,HWH,Howrah,ROU,Rourkela,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20871,Howrah-Rourkela Vande Bharat Express,3,TATA,Tatanagar Junction,09:10:00,5,09:15:00,250,250.0,63.0,163.0,3,HWH,Howrah,ROU,Rourkela,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20871,Howrah-Rourkela Vande Bharat Express,4,CKP,Chakradharpur,09:58:00,2,10:00:00,313,313.0,100.0,100.0,1,HWH,Howrah,ROU,Rourkela,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20871,Howrah-Rourkela Vande Bharat Express,5,ROU,Rourkela Junction,11:50:00,0,--:--:--,413,413.0,0.0,0.0,2,HWH,Howrah,ROU,Rourkela,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20872,Rourkela-Howrah Vande Bharat Express,1,ROU,Rourkela Junction,--:--:--,0,13:35:00,0,0.0,101.0,414.0,5,ROU,Rourkela,HWH,Howrah,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20872,Rourkela-Howrah Vande Bharat Express,2,CKP,Chakradharpur,14:51:00,2,14:53:00,101,101.0,62.0,313.0,2,ROU,Rourkela,HWH,Howrah,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20872,Rourkela-Howrah Vande Bharat Express,3,TATA,Tatanagar Junction,15:45:00,5,15:50:00,163,163.0,135.0,251.0,4,ROU,Rourkela,HWH,Howrah,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20872,Rourkela-Howrah Vande Bharat Express,4,KGP,Kharagpur Junction,17:48:00,2,17:50:00,298,298.0,116.0,116.0,6,ROU,Rourkela,HWH,Howrah,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20872,Rourkela-Howrah Vande Bharat Express,5,HWH,Howrah Junction,19:50:00,0,--:--:--,414,414.0,0.0,0.0,21,ROU,Rourkela,HWH,Howrah,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20887,Ranchi-Varanasi Vande Bharat Express,1,RNC,Ranchi Junction,--:--:--,0,05:10:00,0,0.0,60.0,537.0,1,RNC,Ranchi,BSB,Varanasi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20887,Ranchi-Varanasi Vande Bharat Express,2,MURI,Muri Junction,06:05:00,2,06:07:00,60,60.0,53.0,477.0,1,RNC,Ranchi,BSB,Varanasi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20887,Ranchi-Varanasi Vande Bharat Express,3,BKSC,Bokaro Steel City,07:00:00,2,07:02:00,113,113.0,50.0,424.0,1,RNC,Ranchi,BSB,Varanasi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20887,Ranchi-Varanasi Vande Bharat Express,4,PNME,Parasnath,07:55:00,2,07:57:00,163,163.0,75.0,374.0,3,RNC,Ranchi,BSB,Varanasi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20887,Ranchi-Varanasi Vande Bharat Express,5,KQR,Koderma Junction,08:40:00,2,08:42:00,238,238.0,77.0,299.0,4,RNC,Ranchi,BSB,Varanasi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20887,Ranchi-Varanasi Vande Bharat Express,6,GAYA,Gaya Junction,09:50:00,5,09:55:00,315,315.0,103.0,222.0,1,RNC,Ranchi,BSB,Varanasi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20887,Ranchi-Varanasi Vande Bharat Express,7,SSM,Sasaram Junction,10:55:00,2,10:57:00,418,418.0,100.0,119.0,2,RNC,Ranchi,BSB,Varanasi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20887,Ranchi-Varanasi Vande Bharat Express,8,DDU,Pandit Deen Dayal Upadhyaya Junction,12:15:00,5,12:20:00,518,518.0,19.0,19.0,3,RNC,Ranchi,BSB,Varanasi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20887,Ranchi-Varanasi Vande Bharat Express,9,BSB,Varanasi Junction,13:00:00,0,--:--:--,537,537.0,0.0,0.0,7,RNC,Ranchi,BSB,Varanasi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20888,Varanasi-Ranchi Vande Bharat Express,1,BSB,Varanasi Junction,--:--:--,0,16:05:00,0,0.0,18.0,539.0,7,BSB,Varanasi,RNC,Ranchi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20888,Varanasi-Ranchi Vande Bharat Express,2,DDU,Pandit Deen Dayal Upadhyaya Junction,16:35:00,5,16:40:00,18,18.0,101.0,521.0,1,BSB,Varanasi,RNC,Ranchi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20888,Varanasi-Ranchi Vande Bharat Express,3,SSM,Sasaram Junction,17:40:00,2,17:42:00,119,119.0,103.0,420.0,3,BSB,Varanasi,RNC,Ranchi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20888,Varanasi-Ranchi Vande Bharat Express,4,GAYA,Gaya Junction,18:45:00,5,18:50:00,222,222.0,76.0,317.0,2,BSB,Varanasi,RNC,Ranchi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20888,Varanasi-Ranchi Vande Bharat Express,5,KQR,Koderma Junction,19:50:00,2,19:52:00,298,298.0,76.0,241.0,3,BSB,Varanasi,RNC,Ranchi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20888,Varanasi-Ranchi Vande Bharat Express,6,PNME,Parasnath,20:50:00,2,20:52:00,374,374.0,50.0,165.0,2,BSB,Varanasi,RNC,Ranchi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20888,Varanasi-Ranchi Vande Bharat Express,7,BKSC,Bokaro Steel City,21:40:00,5,21:45:00,424,424.0,52.0,115.0,2,BSB,Varanasi,RNC,Ranchi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20888,Varanasi-Ranchi Vande Bharat Express,8,MURI,Muri Junction,22:48:00,2,22:50:00,476,476.0,63.0,63.0,1,BSB,Varanasi,RNC,Ranchi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20888,Varanasi-Ranchi Vande Bharat Express,9,RNC,Ranchi Junction,23:55:00,0,--:--:--,539,539.0,0.0,0.0,2,BSB,Varanasi,RNC,Ranchi,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20891,Tatanagar-Brahmapur Vande Bharat Express,1,TATA,Tatanagar Junction,--:--:--,0,14:30:00,0,0.0,64.0,589.0,1,TATA,Tatanagar,BAM,Brahmapur,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20891,Tatanagar-Brahmapur Vande Bharat Express,2,CBSA,Chaibasa,15:12:00,2,15:14:00,64,64.0,90.0,525.0,2,TATA,Tatanagar,BAM,Brahmapur,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20891,Tatanagar-Brahmapur Vande Bharat Express,3,BSPX,Banspani,16:44:00,2,16:46:00,154,154.0,56.0,435.0,1,TATA,Tatanagar,BAM,Brahmapur,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20891,Tatanagar-Brahmapur Vande Bharat Express,4,KDJR,Kendujhargarh,18:20:00,5,18:25:00,210,210.0,50.0,379.0,2,TATA,Tatanagar,BAM,Brahmapur,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20891,Tatanagar-Brahmapur Vande Bharat Express,5,HCNR,Harichandanpur,19:03:00,2,19:05:00,260,260.0,72.0,329.0,1,TATA,Tatanagar,BAM,Brahmapur,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20891,Tatanagar-Brahmapur Vande Bharat Express,6,JKPR,Jakhapura Junction,20:05:00,2,20:07:00,332,332.0,64.0,257.0,1,TATA,Tatanagar,BAM,Brahmapur,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20891,Tatanagar-Brahmapur Vande Bharat Express,7,CTC,Cuttack Junction,21:00:00,2,21:02:00,396,396.0,27.0,193.0,1,TATA,Tatanagar,BAM,Brahmapur,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20891,Tatanagar-Brahmapur Vande Bharat Express,8,BBS,Bhubaneswar,21:15:00,5,21:20:00,423,423.0,19.0,166.0,1,TATA,Tatanagar,BAM,Brahmapur,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20891,Tatanagar-Brahmapur Vande Bharat Express,9,KUR,Khurda Road Junction,21:35:00,10,21:45:00,442,442.0,71.0,147.0,1,TATA,Tatanagar,BAM,Brahmapur,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20891,Tatanagar-Brahmapur Vande Bharat Express,10,BALU,Balugaon,22:43:00,2,22:45:00,513,513.0,76.0,76.0,1,TATA,Tatanagar,BAM,Brahmapur,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20891,Tatanagar-Brahmapur Vande Bharat Express,11,BAM,Brahmapur,23:55:00,0,--:--:--,589,589.0,0.0,0.0,2,TATA,Tatanagar,BAM,Brahmapur,8,"C1, C7, E1, C2, C6, C3, C4, C5"
20892,Brahmapur-Tatanagar Vande Bharat Express,1,BAM,Brahmapur,--:--:--,0,05:15:00,0,0.0,76.0,587.0,3,BAM,Brahmapur,TATA,Tatanagar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20892,Brahmapur-Tatanagar Vande Bharat Express,2,BALU,Balugaon,05:43:00,2,05:45:00,76,76.0,71.0,511.0,1,BAM,Brahmapur,TATA,Tatanagar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20892,Brahmapur-Tatanagar Vande Bharat Express,3,KUR,Khurda Road Junction,06:40:00,10,06:50:00,147,147.0,19.0,440.0,4,BAM,Brahmapur,TATA,Tatanagar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20892,Brahmapur-Tatanagar Vande Bharat Express,4,BBS,Bhubaneswar,07:15:00,5,07:20:00,166,166.0,27.0,421.0,2,BAM,Brahmapur,TATA,Tatanagar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20892,Brahmapur-Tatanagar Vande Bharat Express,5,CTC,Cuttack Junction,07:38:00,2,07:40:00,193,193.0,64.0,394.0,1,BAM,Brahmapur,TATA,Tatanagar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20892,Brahmapur-Tatanagar Vande Bharat Express,6,JKPR,Jakhapura Junction,08:23:00,2,08:25:00,257,257.0,72.0,330.0,3,BAM,Brahmapur,TATA,Tatanagar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20892,Brahmapur-Tatanagar Vande Bharat Express,7,HCNR,Harichandanpur,09:18:00,2,09:20:00,329,329.0,50.0,258.0,4,BAM,Brahmapur,TATA,Tatanagar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20892,Brahmapur-Tatanagar Vande Bharat Express,8,KDJR,Kendujhargarh,10:05:00,5,10:10:00,379,379.0,56.0,208.0,1,BAM,Brahmapur,TATA,Tatanagar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20892,Brahmapur-Tatanagar Vande Bharat Express,9,BSPX,Banspani,11:23:00,2,11:25:00,435,435.0,90.0,152.0,1,BAM,Brahmapur,TATA,Tatanagar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20892,Brahmapur-Tatanagar Vande Bharat Express,10,CBSA,Chaibasa,12:52:00,2,12:54:00,525,525.0,62.0,62.0,2,BAM,Brahmapur,TATA,Tatanagar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20892,Brahmapur-Tatanagar Vande Bharat Express,11,TATA,Tatanagar Junction,14:40:00,0,--:--:--,587,587.0,0.0,0.0,1,BAM,Brahmapur,TATA,Tatanagar,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20893,Tatanagar-Patna Vande Bharat Express via Gomoh (Route1),1,TATA,Tatanagar Junction,--:--:--,0,05:25:00,0,0.0,36.0,450.0,1,TATA,Tatanagar Junction,PNBE,Patna Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20893,Tatanagar-Patna Vande Bharat Express via Gomoh (Route1),2,CNI,Chandil Junction,06:08:00,2,06:10:00,36,36.0,68.0,414.0,2,TATA,Tatanagar Junction,PNBE,Patna Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20893,Tatanagar-Patna Vande Bharat Express via Gomoh (Route1),3,MURI,Muri Junction,07:13:00,2,07:15:00,104,104.0,53.0,346.0,1,TATA,Tatanagar Junction,PNBE,Patna Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20893,Tatanagar-Patna Vande Bharat Express via Gomoh (Route1),4,BKSC,Bokaro Steel City,08:03:00,2,08:05:00,157,157.0,32.0,293.0,1,TATA,Tatanagar Junction,PNBE,Patna Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20893,Tatanagar-Patna Vande Bharat Express via Gomoh (Route1),5,GMO,NSCB Junction Gomoh,08:53:00,2,08:55:00,189,189.0,18.0,261.0,3,TATA,Tatanagar Junction,PNBE,Patna Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20893,Tatanagar-Patna Vande Bharat Express via Gomoh (Route1),6,PNME,Parasnath,09:05:00,2,09:07:00,207,207.0,75.0,243.0,3,TATA,Tatanagar Junction,PNBE,Patna Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20893,Tatanagar-Patna Vande Bharat Express via Gomoh (Route1),7,KQR,Koderma Junction,09:53:00,2,09:55:00,282,282.0,76.0,168.0,4,TATA,Tatanagar Junction,PNBE,Patna Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20893,Tatanagar-Patna Vande Bharat Express via Gomoh (Route1),8,GAYA,Gaya Junction,11:00:00,10,11:10:00,358,358.0,92.0,92.0,4,TATA,Tatanagar Junction,PNBE,Patna Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20893,Tatanagar-Patna Vande Bharat Express via Gomoh (Route1),9,PNBE,Patna Junction,12:45:00,0,--:--:--,450,450.0,0.0,0.0,9,TATA,Tatanagar Junction,PNBE,Patna Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20894,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),1,PNBE,Patna Junction,--:--:--,0,14:05:00,0,0.0,92.0,450.0,9,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20894,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),2,GAYA,Gaya Junction,15:20:00,10,15:30:00,92,92.0,76.0,358.0,6,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20894,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),3,KQR,Koderma Junction,16:38:00,2,16:40:00,168,168.0,75.0,282.0,3,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20894,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),4,PNME,Parasnath,17:36:00,2,17:38:00,243,243.0,18.0,207.0,2,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20894,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),5,GMO,NSCB Junction Gomoh,17:54:00,2,17:56:00,261,261.0,32.0,189.0,2,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20894,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),6,BKSC,Bokaro Steel City,18:35:00,2,18:37:00,293,293.0,53.0,157.0,1,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20894,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),7,MURI,Muri Junction,19:23:00,2,19:25:00,346,346.0,68.0,104.0,1,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20894,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),8,CNI,Chandil Junction,20:23:00,2,20:25:00,414,414.0,36.0,36.0,3,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20894,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),9,TATA,Tatanagar Junction,21:30:00,0,--:--:--,450,450.0,0.0,0.0,5,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
20897,Howrah-Ranchi Vande Bharat Express,1,HWH,Howrah Junction,--:--:--,0,14:35:00,0,0.0,116.0,463.0,22,HWH,Howrah,RNC,Ranchi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20897,Howrah-Ranchi Vande Bharat Express,2,KGP,Kharagpur Junction,16:06:00,2,16:08:00,116,116.0,134.0,347.0,2,HWH,Howrah,RNC,Ranchi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20897,Howrah-Ranchi Vande Bharat Express,3,TATA,Tatanagar Junction,17:45:00,5,17:50:00,250,250.0,36.0,213.0,3,HWH,Howrah,RNC,Ranchi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20897,Howrah-Ranchi Vande Bharat Express,4,CNI,Chandil Junction,18:34:00,1,18:35:00,286,286.0,54.0,177.0,2,HWH,Howrah,RNC,Ranchi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20897,Howrah-Ranchi Vande Bharat Express,5,PRR,Purulia Junction,19:23:00,2,19:25:00,340,340.0,37.0,123.0,2,HWH,Howrah,RNC,Ranchi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20897,Howrah-Ranchi Vande Bharat Express,6,KSX,Kotshila Junction,20:04:00,1,20:05:00,377,377.0,23.0,86.0,1,HWH,Howrah,RNC,Ranchi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20897,Howrah-Ranchi Vande Bharat Express,7,MURI,Muri Junction,20:25:00,2,20:27:00,400,400.0,63.0,63.0,2,HWH,Howrah,RNC,Ranchi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20897,Howrah-Ranchi Vande Bharat Express,8,RNC,Ranchi Junction,22:00:00,0,--:--:--,463,463.0,0.0,0.0,3,HWH,Howrah,RNC,Ranchi,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20898,Ranchi-Howrah Vande Bharat Express,1,RNC,Ranchi Junction,--:--:--,0,06:00:00,0,0.0,60.0,461.0,1,RNC,Ranchi,HWH,Howrah,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20898,Ranchi-Howrah Vande Bharat Express,2,MURI,Muri Junction,06:53:00,2,06:55:00,60,60.0,24.0,401.0,1,RNC,Ranchi,HWH,Howrah,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20898,Ranchi-Howrah Vande Bharat Express,3,KSX,Kotshila Junction,07:19:00,1,07:20:00,84,84.0,36.0,377.0,1,RNC,Ranchi,HWH,Howrah,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20898,Ranchi-Howrah Vande Bharat Express,4,PRR,Purulia Junction,07:53:00,2,07:55:00,120,120.0,54.0,341.0,3,RNC,Ranchi,HWH,Howrah,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20898,Ranchi-Howrah Vande Bharat Express,5,CNI,Chandil Junction,08:39:00,1,08:40:00,174,174.0,36.0,287.0,3,RNC,Ranchi,HWH,Howrah,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20898,Ranchi-Howrah Vande Bharat Express,6,TATA,Tatanagar Junction,09:23:00,5,09:28:00,210,210.0,135.0,251.0,4,RNC,Ranchi,HWH,Howrah,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20898,Ranchi-Howrah Vande Bharat Express,7,KGP,Kharagpur Junction,11:13:00,2,11:15:00,345,345.0,116.0,116.0,6,RNC,Ranchi,HWH,Howrah,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20898,Ranchi-Howrah Vande Bharat Express,8,HWH,Howrah Junction,13:10:00,0,--:--:--,461,461.0,0.0,0.0,23,RNC,Ranchi,HWH,Howrah,8,"C7, C1, E1, C6, C2, C5, C4, C3"
20901,Mumbai Central-Gandhinagar Capital Vande Bharat Express,1,MMCT,Mumbai Central,--:--:--,0,06:00:00,0,0.0,30.0,519.0,5,MMCT,Mumbai,GIMB,Gandhinagar Capital,20,"C1, C18, E1, E2, C2, C17, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12, C13, C14, C15, C16"
