Train No,Train Name,SEQ,Station Code,Station Name,Arrival time,Halt Time,Departure Time,Distance,Distance Traveled,Distance to Next Station,Distance to Destination,Platform Number,Source Station,Source Station Name,Destination Station,Destination Station Name,Coach Count,Coaches
21895,Tatanagar-Patna Vande Bharat Express via Gomoh (Route 1),9,PNBE,Patna Junction,12:45:00,0,--:--:--,450,450.0,0.0,0.0,9,TATA,Tatanagar Junction,PNBE,Patna Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
21896,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),1,PNBE,Patna Junction,--:--:--,0,16:45:00,0,0.0,92.0,450.0,10,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
21896,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),2,GAYA,Gaya Junction,18:05:00,10,18:15:00,92,92.0,76.0,358.0,6,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
21896,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),3,KQR,Koderma Junction,19:13:00,2,19:15:00,168,168.0,75.0,282.0,3,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
21896,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),4,PNME,Parasnath,19:57:00,2,19:59:00,243,243.0,18.0,207.0,2,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
21896,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),5,GMO,NSCB Junction Gomoh,20:15:00,5,20:20:00,261,261.0,32.0,189.0,2,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
21896,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),6,BKSC,Bokaro Steel City,21:10:00,2,21:12:00,293,293.0,53.0,157.0,2,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
21896,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),7,MURI,Muri Junction,21:58:00,2,22:00:00,346,346.0,68.0,104.0,1,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
21896,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),8,CNI,Chandil Junction,22:53:00,2,22:55:00,414,414.0,36.0,36.0,3,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
21896,Patna-Tatanagar Vande Bharat Express via Gomoh (Route 1),9,TATA,Tatanagar Junction,23:55:00,0,--:--:--,450,450.0,0.0,0.0,1,PNBE,Patna Junction,TATA,Tatanagar Junction,8,"C1, C2, C3, C4, C5, E1, C6, C7"
22223,Mumbai CSMT-Sainagar Shirdi Vande Bharat Express,1,CSMT,Mumbai CSMT,--:--:--,0,06:20:00,0,0.0,9.0,344.0,13,CSMT,Mumbai CSMT,GTNR,Sainagar Shirdi,16,"C1, C14, E1, E2, C2, C13, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12"
22223,Mumbai CSMT-Sainagar Shirdi Vande Bharat Express,2,DR,Dadar Central,06:30:00,2,06:32:00,9,9.0,24.0,335.0,10,CSMT,Mumbai CSMT,GTNR,Sainagar Shirdi,16,"C1, C14, E1, E2, C2, C13, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12"
22223,Mumbai CSMT-Sainagar Shirdi Vande Bharat Express,3,TNA,Thane,06:49:00,2,06:51:00,33,33.0,20.0,311.0,5,CSMT,Mumbai CSMT,GTNR,Sainagar Shirdi,16,"C1, C14, E1, E2, C2, C13, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12"
22223,Mumbai CSMT-Sainagar Shirdi Vande Bharat Express,4,KYN,Kalyan Junction,07:11:00,2,07:13:00,53,53.0,134.0,291.0,4,CSMT,Mumbai CSMT,GTNR,Sainagar Shirdi,16,"C1, C14, E1, E2, C2, C13, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12"
22223,Mumbai CSMT-Sainagar Shirdi Vande Bharat Express,5,NK,Nashik Road,08:57:00,2,08:59:00,187,187.0,157.0,157.0,2,CSMT,Mumbai CSMT,GTNR,Sainagar Shirdi,16,"C1, C14, E1, E2, C2, C13, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12"
22223,Mumbai CSMT-Sainagar Shirdi Vande Bharat Express,6,SNSI,Sainagar Shirdi Terminus,11:30:00,0,--:--:--,344,344.0,0.0,0.0,2,CSMT,Mumbai CSMT,GTNR,Sainagar Shirdi,16,"C1, C14, E1, E2, C2, C13, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12"
22224,Sainagar Shirdi-Mumbai CSMT Vande Bharat Express,1,SNSI,Sainagar Shirdi Terminus,--:--:--,0,17:45:00,0,0.0,157.0,344.0,2,GTNR,Sainagar Shirdi,CSMT,Mumbai CSMT,16,"C14, C1, E2, E1, C13, C2, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22224,Sainagar Shirdi-Mumbai CSMT Vande Bharat Express,2,NK,Nashik Road,19:33:00,2,19:35:00,157,157.0,134.0,187.0,3,GTNR,Sainagar Shirdi,CSMT,Mumbai CSMT,16,"C14, C1, E2, E1, C13, C2, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22224,Sainagar Shirdi-Mumbai CSMT Vande Bharat Express,3,KYN,Kalyan Junction,21:45:00,2,21:47:00,291,291.0,20.0,53.0,5,GTNR,Sainagar Shirdi,CSMT,Mumbai CSMT,16,"C14, C1, E2, E1, C13, C2, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22224,Sainagar Shirdi-Mumbai CSMT Vande Bharat Express,4,TNA,Thane,22:06:00,2,22:08:00,311,311.0,25.0,33.0,6,GTNR,Sainagar Shirdi,CSMT,Mumbai CSMT,16,"C14, C1, E2, E1, C13, C2, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22224,Sainagar Shirdi-Mumbai CSMT Vande Bharat Express,5,DR,Dadar Central,22:28:00,2,22:30:00,336,336.0,8.0,8.0,12,GTNR,Sainagar Shirdi,CSMT,Mumbai CSMT,16,"C14, C1, E2, E1, C13, C2, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22224,Sainagar Shirdi-Mumbai CSMT Vande Bharat Express,6,CSMT,Mumbai CSMT,22:50:00,0,--:--:--,344,344.0,0.0,0.0,15,GTNR,Sainagar Shirdi,CSMT,Mumbai CSMT,16,"C14, C1, E2, E1, C13, C2, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22225,Mumbai CSMT-Solapur Vande Bharat Express,1,CSMT,Mumbai CSMT,--:--:--,0,16:05:00,0,0.0,9.0,457.0,17,CSMT,Mumbai CSMT,SUR,Solapur,16,"C1, C14, E1, E2, C2, C13, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12"
22225,Mumbai CSMT-Solapur Vande Bharat Express,2,DR,Dadar Central,16:15:00,2,16:17:00,9,9.0,24.0,448.0,10,CSMT,Mumbai CSMT,SUR,Solapur,16,"C1, C14, E1, E2, C2, C13, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12"
22225,Mumbai CSMT-Solapur Vande Bharat Express,3,TNA,Thane,16:33:00,2,16:35:00,33,33.0,20.0,424.0,5,CSMT,Mumbai CSMT,SUR,Solapur,16,"C1, C14, E1, E2, C2, C13, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12"
22225,Mumbai CSMT-Solapur Vande Bharat Express,4,KYN,Kalyan Junction,16:51:00,2,16:53:00,53,53.0,139.0,404.0,4,CSMT,Mumbai CSMT,SUR,Solapur,16,"C1, C14, E1, E2, C2, C13, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12"
22225,Mumbai CSMT-Solapur Vande Bharat Express,5,PUNE,Pune Junction,19:10:00,5,19:15:00,192,192.0,186.0,265.0,2,CSMT,Mumbai CSMT,SUR,Solapur,16,"C1, C14, E1, E2, C2, C13, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12"
22225,Mumbai CSMT-Solapur Vande Bharat Express,6,KWV,Kurduwadi Junction,21:28:00,2,21:30:00,378,378.0,79.0,79.0,2,CSMT,Mumbai CSMT,SUR,Solapur,16,"C1, C14, E1, E2, C2, C13, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12"
22225,Mumbai CSMT-Solapur Vande Bharat Express,7,SUR,Solapur,22:40:00,0,--:--:--,457,457.0,0.0,0.0,2,CSMT,Mumbai CSMT,SUR,Solapur,16,"C1, C14, E1, E2, C2, C13, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12"
22226,Solapur-Mumbai CSMT Vande Bharat Express,1,SUR,Solapur,--:--:--,0,06:05:00,0,0.0,79.0,457.0,2,SUR,Solapur,CSMT,Mumbai CSMT,16,"C14, C1, E2, E1, C13, C2, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22226,Solapur-Mumbai CSMT Vande Bharat Express,2,KWV,Kurduwadi Junction,06:53:00,2,06:55:00,79,79.0,186.0,378.0,3,SUR,Solapur,CSMT,Mumbai CSMT,16,"C14, C1, E2, E1, C13, C2, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22226,Solapur-Mumbai CSMT Vande Bharat Express,3,PUNE,Pune Junction,07:15:00,5,07:20:00,265,265.0,139.0,192.0,2,SUR,Solapur,CSMT,Mumbai CSMT,16,"C14, C1, E2, E1, C13, C2, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22226,Solapur-Mumbai CSMT Vande Bharat Express,4,KYN,Kalyan Junction,11:33:00,2,11:35:00,404,404.0,20.0,53.0,5,SUR,Solapur,CSMT,Mumbai CSMT,16,"C14, C1, E2, E1, C13, C2, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22226,Solapur-Mumbai CSMT Vande Bharat Express,5,TNA,Thane,11:50:00,2,11:52:00,424,424.0,24.0,33.0,6,SUR,Solapur,CSMT,Mumbai CSMT,16,"C14, C1, E2, E1, C13, C2, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22226,Solapur-Mumbai CSMT Vande Bharat Express,6,DR,Dadar Central,12:12:00,2,12:14:00,448,448.0,9.0,9.0,12,SUR,Solapur,CSMT,Mumbai CSMT,16,"C14, C1, E2, E1, C13, C2, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22226,Solapur-Mumbai CSMT Vande Bharat Express,7,CSMT,Mumbai CSMT,12:35:00,0,--:--:--,457,457.0,0.0,0.0,8,SUR,Solapur,CSMT,Mumbai CSMT,16,"C14, C1, E2, E1, C13, C2, C12, C11, C10, C9, C8, C7, C6, C5, C4, C3"
22227,New Jalpaiguri-Guwahati Vande Bharat Express,1,NJP,New Jalpaiguri Junction,--:--:--,0,06:10:00,0,0.0,126.0,411.0,1,NJP,New Jalpaiguri,GHY,Guwahati,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22227,New Jalpaiguri-Guwahati Vande Bharat Express,2,NCB,New Cooch Behar Junction,07:35:00,1,07:36:00,126,126.0,19.0,285.0,4,NJP,New Jalpaiguri,GHY,Guwahati,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22227,New Jalpaiguri-Guwahati Vande Bharat Express,3,NOQ,New Alipurduar,07:50:00,1,07:51:00,145,145.0,78.0,266.0,1,NJP,New Jalpaiguri,GHY,Guwahati,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22227,New Jalpaiguri-Guwahati Vande Bharat Express,4,KOJ,Kokrajhar,08:40:00,1,08:41:00,223,223.0,31.0,188.0,2,NJP,New Jalpaiguri,GHY,Guwahati,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22227,New Jalpaiguri-Guwahati Vande Bharat Express,5,NBQ,New Bongaigaon Junction,09:13:00,2,09:15:00,254,254.0,151.0,157.0,3,NJP,New Jalpaiguri,GHY,Guwahati,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22227,New Jalpaiguri-Guwahati Vande Bharat Express,6,KYQ,Kamakhya Junction,11:26:00,2,11:28:00,405,405.0,6.0,6.0,2,NJP,New Jalpaiguri,GHY,Guwahati,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22227,New Jalpaiguri-Guwahati Vande Bharat Express,7,GHY,Guwahati,11:40:00,0,--:--:--,411,411.0,0.0,0.0,2,NJP,New Jalpaiguri,GHY,Guwahati,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22228,Guwahati-New Jalpaiguri Vande Bharat Express,1,GHY,Guwahati,--:--:--,0,16:30:00,0,0.0,6.0,411.0,2,GHY,Guwahati,NJP,New Jalpaiguri,9,"C1, C7, E1, C2, C6, C3, C4, C5, C8"
22228,Guwahati-New Jalpaiguri Vande Bharat Express,2,KYQ,Kamakhya Junction,16:40:00,2,16:42:00,6,6.0,151.0,405.0,2,GHY,Guwahati,NJP,New Jalpaiguri,9,"C1, C7, E1, C2, C6, C3, C4, C5, C8"
22228,Guwahati-New Jalpaiguri Vande Bharat Express,3,NBQ,New Bongaigaon Junction,18:33:00,2,18:35:00,157,157.0,31.0,254.0,1,GHY,Guwahati,NJP,New Jalpaiguri,9,"C1, C7, E1, C2, C6, C3, C4, C5, C8"
22228,Guwahati-New Jalpaiguri Vande Bharat Express,4,KOJ,Kokrajhar,19:00:00,1,19:01:00,188,188.0,78.0,223.0,1,GHY,Guwahati,NJP,New Jalpaiguri,9,"C1, C7, E1, C2, C6, C3, C4, C5, C8"
22228,Guwahati-New Jalpaiguri Vande Bharat Express,5,NOQ,New Alipurduar,19:50:00,1,19:51:00,266,266.0,19.0,145.0,2,GHY,Guwahati,NJP,New Jalpaiguri,9,"C1, C7, E1, C2, C6, C3, C4, C5, C8"
22228,Guwahati-New Jalpaiguri Vande Bharat Express,6,NCB,New Cooch Behar Junction,20:05:00,1,20:06:00,285,285.0,126.0,126.0,2,GHY,Guwahati,NJP,New Jalpaiguri,9,"C1, C7, E1, C2, C6, C3, C4, C5, C8"
22228,Guwahati-New Jalpaiguri Vande Bharat Express,7,NJP,New Jalpaiguri Junction,22:00:00,0,--:--:--,411,411.0,0.0,0.0,1,GHY,Guwahati,NJP,New Jalpaiguri,9,"C1, C7, E1, C2, C6, C3, C4, C5, C8"
22229,Mumbai CSMT-Madgaon Vande Bharat Express,1,CSMT,Mumbai CSMT,--:--:--,0,05:25:00,0,0.0,9.0,590.0,15,CSMT,Mumbai CSMT,MAO,Madgaon,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22229,Mumbai CSMT-Madgaon Vande Bharat Express,2,DR,Dadar Central,05:32:00,2,05:34:00,9,9.0,24.0,581.0,10,CSMT,Mumbai CSMT,MAO,Madgaon,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22229,Mumbai CSMT-Madgaon Vande Bharat Express,3,TNA,Thane,05:52:00,2,05:54:00,33,33.0,37.0,557.0,7,CSMT,Mumbai CSMT,MAO,Madgaon,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22229,Mumbai CSMT-Madgaon Vande Bharat Express,4,PNVL,Panvel Junction,06:25:00,2,06:27:00,70,70.0,176.0,520.0,7,CSMT,Mumbai CSMT,MAO,Madgaon,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22229,Mumbai CSMT-Madgaon Vande Bharat Express,5,KHED,Khed,08:44:00,2,08:46:00,246,246.0,105.0,344.0,2,CSMT,Mumbai CSMT,MAO,Madgaon,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22229,Mumbai CSMT-Madgaon Vande Bharat Express,6,RN,Ratnagiri,10:40:00,5,10:45:00,351,351.0,112.0,239.0,2,CSMT,Mumbai CSMT,MAO,Madgaon,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22229,Mumbai CSMT-Madgaon Vande Bharat Express,7,KKW,Kankavali,12:50:00,2,12:52:00,463,463.0,81.0,127.0,2,CSMT,Mumbai CSMT,MAO,Madgaon,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22229,Mumbai CSMT-Madgaon Vande Bharat Express,8,THVM,Thivim,14:20:00,2,14:22:00,544,544.0,46.0,46.0,2,CSMT,Mumbai CSMT,MAO,Madgaon,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22229,Mumbai CSMT-Madgaon Vande Bharat Express,9,MAO,Madgaon Junction,16:00:00,0,--:--:--,590,590.0,0.0,0.0,1,CSMT,Mumbai CSMT,MAO,Madgaon,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22230,Madgaon-Mumbai CSMT Vande Bharat Express,1,MAO,Madgaon Junction,--:--:--,0,12:20:00,0,0.0,46.0,590.0,1,MAO,Madgaon,CSMT,Mumbai CSMT,9,"C1, C7, E1, C2, C6, C3, C4, C5, C8"
22230,Madgaon-Mumbai CSMT Vande Bharat Express,2,THVM,Thivim,13:06:00,2,13:08:00,46,46.0,82.0,544.0,1,MAO,Madgaon,CSMT,Mumbai CSMT,9,"C1, C7, E1, C2, C6, C3, C4, C5, C8"
22230,Madgaon-Mumbai CSMT Vande Bharat Express,3,KKW,Kankavali,14:28:00,2,14:30:00,128,128.0,111.0,462.0,1,MAO,Madgaon,CSMT,Mumbai CSMT,9,"C1, C7, E1, C2, C6, C3, C4, C5, C8"
22230,Madgaon-Mumbai CSMT Vande Bharat Express,4,RN,Ratnagiri,16:55:00,5,17:00:00,239,239.0,105.0,351.0,1,MAO,Madgaon,CSMT,Mumbai CSMT,9,"C1, C7, E1, C2, C6, C3, C4, C5, C8"
22230,Madgaon-Mumbai CSMT Vande Bharat Express,5,KHED,Khed,18:40:00,2,18:42:00,344,344.0,176.0,246.0,1,MAO,Madgaon,CSMT,Mumbai CSMT,9,"C1, C7, E1, C2, C6, C3, C4, C5, C8"
22230,Madgaon-Mumbai CSMT Vande Bharat Express,6,PNVL,Panvel Junction,20:48:00,2,20:50:00,520,520.0,37.0,70.0,6,MAO,Madgaon,CSMT,Mumbai CSMT,9,"C1, C7, E1, C2, C6, C3, C4, C5, C8"
22230,Madgaon-Mumbai CSMT Vande Bharat Express,7,TNA,Thane,21:35:00,2,21:37:00,557,557.0,24.0,33.0,8,MAO,Madgaon,CSMT,Mumbai CSMT,9,"C1, C7, E1, C2, C6, C3, C4, C5, C8"
22230,Madgaon-Mumbai CSMT Vande Bharat Express,8,DR,Dadar Central,22:05:00,2,22:07:00,581,581.0,9.0,9.0,12,MAO,Madgaon,CSMT,Mumbai CSMT,9,"C1, C7, E1, C2, C6, C3, C4, C5, C8"
22230,Madgaon-Mumbai CSMT Vande Bharat Express,9,CSMT,Mumbai CSMT,22:30:00,0,--:--:--,590,590.0,0.0,0.0,13,MAO,Madgaon,CSMT,Mumbai CSMT,9,"C1, C7, E1, C2, C6, C3, C4, C5, C8"
22231,Kalaburagi (Gulbarga)-SMVT Bengaluru Vande Bharat Express,1,KLBG,Kalaburagi Junction,--:--:--,0,05:15:00,0,0.0,76.0,550.0,1,KLBG,Kalaburagi (Gulbarga),SMVB,SMVT Bengaluru,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22231,Kalaburagi (Gulbarga)-SMVT Bengaluru Vande Bharat Express,2,YG,Yadgir,05:54:00,1,05:55:00,76,76.0,68.0,474.0,1,KLBG,Kalaburagi (Gulbarga),SMVB,SMVT Bengaluru,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22231,Kalaburagi (Gulbarga)-SMVT Bengaluru Vande Bharat Express,3,RC,Raichur Junction,06:48:00,2,06:50:00,144,144.0,29.0,406.0,2,KLBG,Kalaburagi (Gulbarga),SMVB,SMVT Bengaluru,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22231,Kalaburagi (Gulbarga)-SMVT Bengaluru Vande Bharat Express,4,MALM,Mantralayam Road,07:08:00,2,07:10:00,173,173.0,93.0,377.0,2,KLBG,Kalaburagi (Gulbarga),SMVB,SMVT Bengaluru,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22231,Kalaburagi (Gulbarga)-SMVT Bengaluru Vande Bharat Express,5,GTL,Guntakal Junction,08:25:00,5,08:30:00,266,266.0,68.0,284.0,5,KLBG,Kalaburagi (Gulbarga),SMVB,SMVT Bengaluru,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22231,Kalaburagi (Gulbarga)-SMVT Bengaluru Vande Bharat Express,6,ATP,Anantapur,09:28:00,2,09:30:00,334,334.0,195.0,216.0,2,KLBG,Kalaburagi (Gulbarga),SMVB,SMVT Bengaluru,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22231,Kalaburagi (Gulbarga)-SMVT Bengaluru Vande Bharat Express,7,YNK,Yelahanka Junction,12:28:00,2,12:30:00,529,529.0,21.0,21.0,1,KLBG,Kalaburagi (Gulbarga),SMVB,SMVT Bengaluru,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22231,Kalaburagi (Gulbarga)-SMVT Bengaluru Vande Bharat Express,8,SMVB,SMVT Bengaluru,14:00:00,0,--:--:--,550,550.0,0.0,0.0,2,KLBG,Kalaburagi (Gulbarga),SMVB,SMVT Bengaluru,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22232,SMVT Bengaluru-Kalaburagi (Gulbarga) Vande Bharat Express,1,SMVB,SMVT Bengaluru,--:--:--,0,14:40:00,0,0.0,20.0,550.0,1,SMVB,SMVT Bengaluru,KLBG,Kalaburagi (Gulbarga),8,"C1, C7, E1, C2, C6, C3, C4, C5"
22232,SMVT Bengaluru-Kalaburagi (Gulbarga) Vande Bharat Express,2,YNK,Yelahanka Junction,15:05:00,2,15:07:00,20,20.0,196.0,530.0,1,SMVB,SMVT Bengaluru,KLBG,Kalaburagi (Gulbarga),8,"C1, C7, E1, C2, C6, C3, C4, C5"
22232,SMVT Bengaluru-Kalaburagi (Gulbarga) Vande Bharat Express,3,ATP,Anantapur,17:58:00,2,18:00:00,216,216.0,68.0,334.0,2,SMVB,SMVT Bengaluru,KLBG,Kalaburagi (Gulbarga),8,"C1, C7, E1, C2, C6, C3, C4, C5"
22232,SMVT Bengaluru-Kalaburagi (Gulbarga) Vande Bharat Express,4,GTL,Guntakal Junction,19:00:00,5,19:05:00,284,284.0,92.0,266.0,5,SMVB,SMVT Bengaluru,KLBG,Kalaburagi (Gulbarga),8,"C1, C7, E1, C2, C6, C3, C4, C5"
22232,SMVT Bengaluru-Kalaburagi (Gulbarga) Vande Bharat Express,5,MALM,Mantralayam Road,20:18:00,2,20:20:00,376,376.0,29.0,174.0,2,SMVB,SMVT Bengaluru,KLBG,Kalaburagi (Gulbarga),8,"C1, C7, E1, C2, C6, C3, C4, C5"
22232,SMVT Bengaluru-Kalaburagi (Gulbarga) Vande Bharat Express,6,RC,Raichur Junction,20:45:00,2,20:47:00,405,405.0,69.0,145.0,2,SMVB,SMVT Bengaluru,KLBG,Kalaburagi (Gulbarga),8,"C1, C7, E1, C2, C6, C3, C4, C5"
22232,SMVT Bengaluru-Kalaburagi (Gulbarga) Vande Bharat Express,7,YG,Yadgir,21:44:00,1,21:45:00,474,474.0,76.0,76.0,2,SMVB,SMVT Bengaluru,KLBG,Kalaburagi (Gulbarga),8,"C1, C7, E1, C2, C6, C3, C4, C5"
22232,SMVT Bengaluru-Kalaburagi (Gulbarga) Vande Bharat Express,8,KLBG,Kalaburagi Junction,23:30:00,0,--:--:--,550,550.0,0.0,0.0,1,SMVB,SMVT Bengaluru,KLBG,Kalaburagi (Gulbarga),8,"C1, C7, E1, C2, C6, C3, C4, C5"
22233,New Jalpaiguri-Patna Vande Bharat Express,1,NJP,New Jalpaiguri Junction,--:--:--,0,05:15:00,0,0.0,87.0,471.0,2,NJP,New Jalpaiguri,PNBE,Patna,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22233,New Jalpaiguri-Patna Vande Bharat Express,2,KNE,Kishanganj,06:10:00,2,06:12:00,87,87.0,98.0,384.0,2,NJP,New Jalpaiguri,PNBE,Patna,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22233,New Jalpaiguri-Patna Vande Bharat Express,3,KIR,Katihar Junction,07:40:00,5,07:45:00,185,185.0,57.0,286.0,4,NJP,New Jalpaiguri,PNBE,Patna,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22233,New Jalpaiguri-Patna Vande Bharat Express,4,NNA,Naugachia,08:32:00,2,08:34:00,242,242.0,67.0,229.0,1,NJP,New Jalpaiguri,PNBE,Patna,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22233,New Jalpaiguri-Patna Vande Bharat Express,5,KGG,Khagaria Junction,09:23:00,2,09:25:00,309,309.0,40.0,162.0,1,NJP,New Jalpaiguri,PNBE,Patna,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22233,New Jalpaiguri-Patna Vande Bharat Express,6,BGS,Begusarai,09:56:00,2,09:58:00,349,349.0,112.0,122.0,1,NJP,New Jalpaiguri,PNBE,Patna,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22233,New Jalpaiguri-Patna Vande Bharat Express,7,PNC,Patna Saheb,11:43:00,2,11:45:00,461,461.0,10.0,10.0,2,NJP,New Jalpaiguri,PNBE,Patna,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22233,New Jalpaiguri-Patna Vande Bharat Express,8,PNBE,Patna Junction,12:10:00,0,--:--:--,471,471.0,0.0,0.0,10,NJP,New Jalpaiguri,PNBE,Patna,8,"C7, C1, E1, C6, C2, C5, C4, C3"
22234,Patna-New Jalpaiguri Vande Bharat Express,1,PNBE,Patna Junction,--:--:--,0,13:00:00,0,0.0,10.0,471.0,10,PNBE,Patna,NJP,New Jalpaiguri,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22234,Patna-New Jalpaiguri Vande Bharat Express,2,PNC,Patna Saheb,13:12:00,2,13:14:00,10,10.0,111.0,461.0,1,PNBE,Patna,NJP,New Jalpaiguri,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22234,Patna-New Jalpaiguri Vande Bharat Express,3,BGS,Begusarai,15:08:00,2,15:10:00,121,121.0,41.0,350.0,2,PNBE,Patna,NJP,New Jalpaiguri,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22234,Patna-New Jalpaiguri Vande Bharat Express,4,KGG,Khagaria Junction,15:36:00,2,15:38:00,162,162.0,67.0,309.0,2,PNBE,Patna,NJP,New Jalpaiguri,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22234,Patna-New Jalpaiguri Vande Bharat Express,5,NNA,Naugachia,16:26:00,2,16:28:00,229,229.0,57.0,242.0,1,PNBE,Patna,NJP,New Jalpaiguri,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22234,Patna-New Jalpaiguri Vande Bharat Express,6,KIR,Katihar Junction,17:30:00,5,17:35:00,286,286.0,98.0,185.0,1,PNBE,Patna,NJP,New Jalpaiguri,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22234,Patna-New Jalpaiguri Vande Bharat Express,7,KNE,Kishanganj,18:40:00,2,18:42:00,384,384.0,87.0,87.0,1,PNBE,Patna,NJP,New Jalpaiguri,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22234,Patna-New Jalpaiguri Vande Bharat Express,8,NJP,New Jalpaiguri Junction,20:00:00,0,--:--:--,471,471.0,0.0,0.0,2,PNBE,Patna,NJP,New Jalpaiguri,8,"C1, C7, E1, C2, C6, C3, C4, C5"
22301,Howrah-New Jalpaiguri Vande Bharat Express,1,HWH,Howrah Junction,--:--:--,0,05:55:00,0,0.0,146.0,562.0,6,HWH,Howrah,NJP,New Jalpaiguri,16,"C1, C14, E1, E2, C2, C13, C3, C4, C5, C6, C7, C8, C9, C10, C11, C12"
